Id,SalePrice
0,128416.26
1,154962.0
2,183816.6
3,180197.0
4,199871.56
5,181367.25
6,174076.35
7,174831.2
8,179221.41
9,123649.53
10,191996.95
11,96050.0
12,96661.0
13,148284.0
14,139881.74
15,404840.3
16,258414.8
17,307007.45
18,240208.36
19,470784.71
20,310371.39
21,209983.57
22,175664.29
23,176951.46
24,169868.21
25,200183.37
26,329646.6
27,239978.26
28,211757.84
29,196339.33
30,191148.2
31,95968.67
32,171581.18
33,303747.86
34,301997.84
35,227687.46
36,191487.65
37,154896.38
38,152928.53
39,157043.2
40,173944.66
41,166485.34
42,306872.08
43,232152.7
44,216577.04
45,184805.71
46,218974.48
47,206337.24
48,164832.5
49,152795.0
50,150768.5
51,161541.0
52,157811.0
53,170451.5
54,185745.0
55,161513.0
56,150917.87
57,132839.05
58,226035.72
59,138146.5
60,147098.75
61,161601.0
62,111908.19
63,126030.05
64,127638.49
65,129987.0
66,105579.72
67,132180.0
68,144083.87
69,167870.47857142857
70,125636.5
71,105380.0
72,139833.5
73,116057.0
74,157987.68
75,115806.87
76,75808.85
77,178892.9
78,243908.9
79,118529.61
80,150603.21
81,143548.84
82,218609.98
83,83184.71
84,104102.0
85,121155.11
86,136960.5
87,130826.75
88,115649.0
89,144997.84
90,115921.21
91,144041.43
92,137515.12
93,105286.16
94,171155.5
95,95889.59
96,117746.8
97,92055.93
98,123205.0
99,148592.5
100,154308.13
101,127005.5
102,123886.2
103,162156.52
104,156532.35
105,223994.71
106,79078.94
107,226605.94
108,149949.45
109,136038.0
110,134539.72
111,146666.0
112,238432.91
113,121869.84
114,213401.21
115,216968.28
116,206446.4
117,159734.1
118,145537.5
119,191005.5
120,139701.75
121,127508.0
122,332025.53
123,241393.07
124,140601.0
125,71730.26
126,110325.62
127,150648.09
128,100463.29
129,132657.0
130,104388.5
131,124225.61
132,119263.96
133,152645.68
134,118438.87
135,224816.06
136,171244.25
137,184589.56
138,226465.73
139,192757.96
140,79261.55
141,108754.83
142,98107.3
143,276207.31
144,255785.36
145,167256.12
146,172546.92
147,211236.38
148,199782.93
149,156540.58
150,150879.1
151,165527.0
152,171037.17
153,117754.21
154,89777.0
155,84059.0
156,91027.71
157,127580.5
158,132181.0
159,157859.55
160,135029.9
161,153042.34
162,297718.21
163,214060.4
164,129323.17
165,172247.9
166,188403.0
167,286053.14
168,177196.13
169,349856.55
170,226866.56
171,249422.67
172,167338.36
173,181057.32
174,180597.05
175,160500.66
176,180793.4
177,210899.76
178,183803.5
179,246731.6
180,186021.0
181,227666.25
182,227128.4
183,220245.56
184,182982.0
185,156522.37
186,161749.25
187,142895.82
188,139931.0
189,122109.35
190,122073.41
191,92265.0
192,99368.0
193,155639.83
194,156465.39
195,148955.5
196,155065.5
197,149418.0
198,146833.9
199,150359.5
200,451126.07
201,416791.51
202,380691.96
203,425197.19
204,307400.38
205,336294.58
206,367727.37
207,328159.96
208,297581.17
209,327125.63
210,265287.62
211,460638.94
212,310261.33
213,252593.17
214,189157.06
215,188587.58
216,210912.13
217,438638.74
218,381843.46
219,318567.0
220,263287.41
221,299628.83
222,188710.5
223,169866.8
224,174510.35
225,168420.68
226,166825.52
227,185525.5
228,188014.51
229,184469.45
230,175300.02
231,259857.79
232,168829.72
233,183391.4
234,169483.59
235,267983.56
236,170222.17
237,354108.92
238,341754.44
239,241948.51
240,260423.51
241,250042.07
242,259730.63
243,303857.54
244,240887.86
245,434729.98
246,212615.38
247,219488.18
248,289842.18
249,227841.47
250,255054.38
251,249300.71
252,250687.52
253,223149.02
254,201123.0
255,176783.17
256,163425.59
257,142110.47
258,204980.72
259,258505.48
260,166500.84
261,133530.5
262,158068.0
263,214093.74
264,231384.75
265,186087.4
266,170718.04
267,186859.51
268,161101.16
269,171676.06
270,125683.1
271,131203.0
272,125036.98
273,132685.0
274,132005.5
275,117892.58
276,370819.32
277,223790.43
278,266288.49
279,185569.97
280,177924.17
281,173333.99
282,174461.4
283,324096.34
284,235490.04
285,266113.53
286,220843.69
287,209793.34
288,163745.0
289,153321.87
290,231221.31
291,124389.0
292,150782.1
293,218478.65
294,166379.5
295,124066.47
296,119939.0
297,146252.0
298,175474.84
299,161400.09
300,158248.37
301,173812.6
302,160002.0
303,116502.41
304,168641.0
305,171694.5
306,202580.0
307,140128.75
308,164192.9
