Id,SalePrice
1461,127070.41
1462,154179.0
1463,187208.65
1464,183645.0
1465,201701.4
1466,185461.8
1467,173435.75
1468,175847.3
1469,178545.57
1470,122677.0
1471,194006.68
1472,96462.0
1473,99738.5
1474,149595.4
1475,134083.3
1476,406658.11
1477,250122.29
1478,311369.11
1479,253664.86
1480,450604.14
1481,310925.33
1482,211541.41
1483,175266.65
1484,176100.41
1485,172852.25
1486,203113.4
1487,343949.79
1488,236376.33
1489,212946.19
1490,197713.62
1491,191413.4
1492,101229.65
1493,179643.85
1494,304818.73
1495,309639.64
1496,219345.16
1497,188123.85
1498,152073.0
1499,153325.74
1500,157284.26
1501,174326.0
1502,164533.13
1503,300223.15
1504,230717.43
1505,217539.21
1506,173770.1
1507,224981.78
1508,203726.36
1509,160343.84
1510,152580.87
1511,150795.87
1512,167384.0
1513,155365.0
1514,164462.42
1515,195693.0
1516,167620.39
1517,153859.76
1518,131589.25
1519,224014.79
1520,138994.25
1521,147125.5
1522,166843.5
1523,116366.89
1524,124244.83
1525,127110.82
1526,128995.5
1527,107564.24
1528,130341.25
1529,141199.5
1530,162848.0
1531,130678.59
1532,105341.93
1533,143409.5
1534,115043.05
1535,154610.02
1536,117073.1
1537,79624.88
1538,180390.0
1539,252639.95
1540,119232.87
1541,150689.07
1542,146123.52
1543,217005.37
1544,84231.5
1545,103117.33
1546,122148.26
1547,139819.44
1548,134533.97
1549,113782.5
1550,145950.0
1551,118414.86
1552,146992.89
1553,140312.49
1554,112098.15
1555,165365.0
1556,97956.26
1557,119803.5
1558,94491.45
1559,114613.21
1560,150798.5
1561,148909.34
1562,127309.0
1563,124853.1
1564,163168.7
1565,155912.4
1566,215167.78
1567,84828.61
1568,223705.02
1569,148807.27
1570,131172.18
1571,132731.24
1572,146438.62
1573,231694.33
1574,128212.46
1575,204969.47
1576,215009.5
1577,204686.82
1578,148053.6
1579,143955.7
1580,191384.26
1581,136632.75
1582,128385.5
1583,327228.04
1584,240169.62
1585,140848.0
1586,72258.05
1587,111066.44
1588,149169.59
1589,107463.54
1590,134315.75
1591,107263.66
1592,122710.49
1593,116131.76
1594,151551.76
1595,120111.34
1596,226339.23
1597,170018.19
1598,187709.91
1599,207993.87
1600,194229.5
1601,76329.94
1602,110605.73
1603,97674.69
1604,280188.48
1605,249812.25
1606,168742.85
1607,173613.07
1608,208200.95
1609,198885.59
1610,161929.59
1611,152825.0
1612,171678.84
1613,171726.22
1614,120613.55
1615,86984.0
1616,83837.0
1617,92790.5
1618,127809.5
1619,133266.5
1620,170686.45
1621,137958.81
1622,144332.34
1623,299219.36
1624,212116.24
1625,130615.5
1626,178003.0
1627,190271.0
1628,290755.88
1629,177990.29
1630,343377.19
1631,222112.12
1632,251751.92
1633,170517.76
1634,182652.0
1635,181350.12
1636,165594.32
1637,183285.4
1638,215452.61
1639,184854.05
1640,255999.23
1641,187837.0
1642,226323.91
1643,223828.03
1644,231426.24
1645,183974.0
1646,157812.5
1647,164552.65
1648,142273.0
1649,140431.0
1650,121507.0
1651,125420.5
1652,93827.0
1653,99158.71
1654,154483.5
1655,154984.46
1656,150126.4
1657,151718.9
1658,148324.8
1659,141570.9
1660,148176.0
1661,456453.17
1662,403617.58
1663,371771.74
1664,428621.36
1665,311494.97
1666,331255.67
1667,369073.36
1668,324457.47
1669,297587.98
1670,330173.35
1671,258682.32
1672,471013.07
1673,309898.94
1674,248693.72
1675,188193.11
